sku,name,description,materials,image1,image2,image3,image4,color,brand,size,qty,price,category,Season,size_system,ean,Gender,Manufacturer,ID
11211-M,"Venice t-shirt","This t-shirt from ERL new collection comes in a regular fit. The crew neck tee, here in grey, is made of cotton and it is printed.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653913861,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653399206,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653399206,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653399206,Grey,ERL,M,1,77.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847496863956
11211-L,"Venice t-shirt","This t-shirt from ERL new collection comes in a regular fit. The crew neck tee, here in grey, is made of cotton and it is printed.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653913861,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653399206,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653399206,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653399206,Grey,ERL,L,1,77.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847496896724
11211-XL,"Venice t-shirt","This t-shirt from ERL new collection comes in a regular fit. The crew neck tee, here in grey, is made of cotton and it is printed.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653913861,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653399206,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653399206,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11211_venice_t_shirt_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653399206,Grey,ERL,XL,0,77.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847496929492
11215-XS,"Flowers pants","These pants from ERL new collection come in a regular fit. The pants, here in white, are made of viscose and feature an elastic waistband and an allover graphic.","51% Viscose ecovero 49% Viscose",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11215_elastic_waistband_pants_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653400002,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11215_elastic_waistband_pants_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653400002,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11215_elastic_waistband_pants_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653400002,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11215_elastic_waistband_pants_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653400002,Multicolor,ERL,XS,1,80.00,Pants,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847511249108
11215-S,"Flowers pants","These pants from ERL new collection come in a regular fit. The pants, here in white, are made of viscose and feature an elastic waistband and an allover graphic.","51% Viscose ecovero 49% Viscose",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11215_elastic_waistband_pants_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653400002,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11215_elastic_waistband_pants_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653400002,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11215_elastic_waistband_pants_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653400002,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11215_elastic_waistband_pants_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653400002,Multicolor,ERL,S,1,80.00,Pants,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847511281876
11215-XM,"Flowers pants","These pants from ERL new collection come in a regular fit. The pants, here in white, are made of viscose and feature an elastic waistband and an allover graphic.","51% Viscose ecovero 49% Viscose",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11215_elastic_waistband_pants_vrients_vrnts_erl_shop_online_ss22_3_1.jpg?v=1653400002,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11215_elastic_waistband_pants_vrients_vrnts_erl_shop_online_ss22_4_1.jpg?v=1653400002,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11215_elastic_waistband_pants_vrients_vrnts_erl_shop_online_ss22_5_1.jpg?v=1653400002,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11215_elastic_waistband_pants_vrients_vrnts_erl_shop_online_ss22_1_1.jpg?v=1653400002,Multicolor,ERL,M,0,80.00,Pants,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,ERL,42847511314644
11313-S,"Branch Panel t-shirt","This t-shirt from Youths In Balaclava new collection comes in a regular fit. The crew neck t-shirt, here in yellow and black, is made of cotton and features a print at front and back and two pockets at front.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11313_branch_panel_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_3_1.jpg?v=1653409629,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11313_branch_panel_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_4_1.jpg?v=1653409629,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11313_branch_panel_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_5_1.jpg?v=1653409629,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11313_branch_panel_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_1_1.jpg?v=1653409629,Yellow,"Youths In Balaclava",S,1,95.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,"Youths In Balaclava",42847941591252
11313-M,"Branch Panel t-shirt","This t-shirt from Youths In Balaclava new collection comes in a regular fit. The crew neck t-shirt, here in yellow and black, is made of cotton and features a print at front and back and two pockets at front.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11313_branch_panel_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_3_1.jpg?v=1653409629,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11313_branch_panel_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_4_1.jpg?v=1653409629,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11313_branch_panel_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_5_1.jpg?v=1653409629,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11313_branch_panel_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_1_1.jpg?v=1653409629,Yellow,"Youths In Balaclava",M,1,95.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,"Youths In Balaclava",42847941624020
11313-L,"Branch Panel t-shirt","This t-shirt from Youths In Balaclava new collection comes in a regular fit. The crew neck t-shirt, here in yellow and black, is made of cotton and features a print at front and back and two pockets at front.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11313_branch_panel_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_3_1.jpg?v=1653409629,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11313_branch_panel_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_4_1.jpg?v=1653409629,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11313_branch_panel_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_5_1.jpg?v=1653409629,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11313_branch_panel_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_1_1.jpg?v=1653409629,Yellow,"Youths In Balaclava",L,1,95.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,"Youths In Balaclava",42847941656788
11313-XL,"Branch Panel t-shirt","This t-shirt from Youths In Balaclava new collection comes in a regular fit. The crew neck t-shirt, here in yellow and black, is made of cotton and features a print at front and back and two pockets at front.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11313_branch_panel_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_3_1.jpg?v=1653409629,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11313_branch_panel_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_4_1.jpg?v=1653409629,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11313_branch_panel_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_5_1.jpg?v=1653409629,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11313_branch_panel_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_1_1.jpg?v=1653409629,Yellow,"Youths In Balaclava",XL,1,95.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,"Youths In Balaclava",42847941689556
11314-XS,"Branch Spades t-shirt","This t-shirt from Youths In Balaclava new collection comes in a regular fit. The crew neck t-shirt, here in black, is made of cotton and features a detail at front and Youths in Balaclava printed logo at back.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_3_1.jpg?v=1653916321,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_4_1.jpg?v=1653916321,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_1_1.jpg?v=1653916321,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_5_1.jpg?v=1653469083,Black,"Youths In Balaclava",XS,1,63.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,"Youths In Balaclava",42850275623124
11314-S,"Branch Spades t-shirt","This t-shirt from Youths In Balaclava new collection comes in a regular fit. The crew neck t-shirt, here in black, is made of cotton and features a detail at front and Youths in Balaclava printed logo at back.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_3_1.jpg?v=1653916321,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_4_1.jpg?v=1653916321,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_1_1.jpg?v=1653916321,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_5_1.jpg?v=1653469083,Black,"Youths In Balaclava",S,0,63.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,"Youths In Balaclava",42850275655892
11314-M,"Branch Spades t-shirt","This t-shirt from Youths In Balaclava new collection comes in a regular fit. The crew neck t-shirt, here in black, is made of cotton and features a detail at front and Youths in Balaclava printed logo at back.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_3_1.jpg?v=1653916321,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_4_1.jpg?v=1653916321,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_1_1.jpg?v=1653916321,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_5_1.jpg?v=1653469083,Black,"Youths In Balaclava",M,0,63.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,"Youths In Balaclava",42850275688660
11314-L,"Branch Spades t-shirt","This t-shirt from Youths In Balaclava new collection comes in a regular fit. The crew neck t-shirt, here in black, is made of cotton and features a detail at front and Youths in Balaclava printed logo at back.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_3_1.jpg?v=1653916321,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_4_1.jpg?v=1653916321,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_1_1.jpg?v=1653916321,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_5_1.jpg?v=1653469083,Black,"Youths In Balaclava",L,0,63.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,"Youths In Balaclava",42850275721428
11314-XL,"Branch Spades t-shirt","This t-shirt from Youths In Balaclava new collection comes in a regular fit. The crew neck t-shirt, here in black, is made of cotton and features a detail at front and Youths in Balaclava printed logo at back.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_3_1.jpg?v=1653916321,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_4_1.jpg?v=1653916321,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_1_1.jpg?v=1653916321,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11314_spades_t_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_5_1.jpg?v=1653469083,Black,"Youths In Balaclava",XL,0,63.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,"Youths In Balaclava",42850275754196
11310-S,"Flower Western shirt","This shirt from Youths In Balaclava new collection comes in a regular fit. The long sleeves, here in white, is made of cotton and features a raw cut bottom, snap buttons closure, printed sleeves and an embroidered detail at back.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11310_flower_wester_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_3_1.jpg?v=1653469327,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11310_flower_wester_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_1_1.jpg?v=1653469327,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11310_flower_wester_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_4_1.jpg?v=1653469327,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11310_flower_wester_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_5_1.jpg?v=1653469327,White,"Youths In Balaclava",S,1,151.00,Shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,"Youths In Balaclava",42850281095380
11310-M,"Flower Western shirt","This shirt from Youths In Balaclava new collection comes in a regular fit. The long sleeves, here in white, is made of cotton and features a raw cut bottom, snap buttons closure, printed sleeves and an embroidered detail at back.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11310_flower_wester_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_3_1.jpg?v=1653469327,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11310_flower_wester_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_1_1.jpg?v=1653469327,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11310_flower_wester_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_4_1.jpg?v=1653469327,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11310_flower_wester_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_5_1.jpg?v=1653469327,White,"Youths In Balaclava",M,0,151.00,Shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,"Youths In Balaclava",42850281128148
11310-L,"Flower Western shirt","This shirt from Youths In Balaclava new collection comes in a regular fit. The long sleeves, here in white, is made of cotton and features a raw cut bottom, snap buttons closure, printed sleeves and an embroidered detail at back.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11310_flower_wester_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_3_1.jpg?v=1653469327,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11310_flower_wester_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_1_1.jpg?v=1653469327,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11310_flower_wester_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_4_1.jpg?v=1653469327,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11310_flower_wester_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_5_1.jpg?v=1653469327,White,"Youths In Balaclava",L,1,151.00,Shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,"Youths In Balaclava",42850281160916
11315-S,"Flower long shirt","This shirt from Youths In Balaclava new collection comes in a regular fit. The long sleeves, here in black, is made of cotton and features a long cut, snap buttons closure, printed sleeves and an embroidered detail at back.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11315_flower_long_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_3_1.jpg?v=1653469595,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11315_flower_long_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_4_1.jpg?v=1653469595,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11315_flower_long_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_1_1.jpg?v=1653469596,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11315_flower_long_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_5_1.jpg?v=1653469596,Black,"Youths In Balaclava",S,1,200.00,Shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,"Youths In Balaclava",42850296561876
11315-M,"Flower long shirt","This shirt from Youths In Balaclava new collection comes in a regular fit. The long sleeves, here in black, is made of cotton and features a long cut, snap buttons closure, printed sleeves and an embroidered detail at back.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11315_flower_long_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_3_1.jpg?v=1653469595,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11315_flower_long_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_4_1.jpg?v=1653469595,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11315_flower_long_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_1_1.jpg?v=1653469596,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11315_flower_long_shirt_vrients_vrnts_youths_in_balaclava_ss22_shop_online_5_1.jpg?v=1653469596,Black,"Youths In Balaclava",M,1,200.00,Shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,"",Men,"Youths In Balaclava",42850296594644
